image_name	ff	warm_start	feas_proj
birdhouse_010_cropped	2.286080837249756	5.613548755645752	5.5113890171051025
birdhouse_009_cropped	2.1755330562591553	4.838387966156006	4.737883806228638
birdhouse_003_cropped	2.2433252334594727	4.289261102676392	3.8812670707702637
birdhouse_006_cropped	2.3268141746520996	4.620557069778442	4.293307065963745
birdhouse_001_cropped	2.232219934463501	4.353081941604614	4.251296043395996
birdhouse_008_cropped	2.210487127304077	5.560634136199951	5.4583420753479
birdhouse_004_cropped	2.3094279766082764	4.109853982925415	3.549114942550659
birdhouse_007_cropped	2.3588240146636963	4.306699991226196	4.197407007217407
birdhouse_002_cropped	2.2207930088043213	4.630063772201538	4.519860029220581
